@RELATION clima
@ATTRIBUTE FECHA date dd-MM
@ATTRIBUTE T_MAX real
@ATTRIBUTE T_MED real
@ATTRIBUTE T_MIN real
@ATTRIBUTE H_R_MAX real
@ATTRIBUTE H_R_MED real
@ATTRIBUTE H_R_MIN real
@ATTRIBUTE RADIACION real
@ATTRIBUTE class {VERDADERO,FALSO}
@ATTRIBUTE LLUVIA2 real
@ATTRIBUTE LLUVIA_MIN real
@ATTRIBUTE T_S_MAX real
@ATTRIBUTE T_S_MED real
@ATTRIBUTE T_S_MIN real
@ATTRIBUTE V_MAX real
@ATTRIBUTE V_MED real
@ATTRIBUTE V_MIN real
@ATTRIBUTE CV1 integer
@ATTRIBUTE CV2 integer 
@ATTRIBUTE CV3 integer
@ATTRIBUTE CV4 integer
@ATTRIBUTE DIRECCION integer
@ATTRIBUTE HORAS integer
@ATTRIBUTE H_T integer
@ATTRIBUTE H_HR integer
@ATTRIBUTE H_R integer
@ATTRIBUTE H_LL integer
@ATTRIBUTE H_TS integer
@ATTRIBUTE H_V integer
@ATTRIBUTE H_D integer
@ATTRIBUTE CALCULOS integer
@ATTRIBUTE MTMEN0 integer
@ATTRIBUTE MTMEN7 integer
@ATTRIBUTE MTMA30 integer
@ATTRIBUTE MVMA50 integer

@DATA
16-11,10.76,6.916667,3.916,95.8,84.4875,63.4,11.7338,VERDADERO,4.2,40,10.14,8.957917,6.6,23.1,4.798333,0,57,45,883,455,3,24,24,24,24,24,24,24,24,1,0,738,0,0
17-11,8.24,5.774624,2.415,96.8,90.02917,80.8,7.216768,FALSO,0.6,6,9.52,8.1325,6.24,23.7,4.061583,0,732,358,205,145,1,24,24,24,24,24,24,24,24,1,0,958,0,0
18-11,11.38,6.730834,3.419,97.4,89.11667,69.6,10.63877,FALSO,0,0,9.68,7.618334,4.9,15.6,2.04825,0,668,241,432,99,1,24,24,24,24,24,24,24,24,1,0,873,0,0
19-11,11.01,6.660583,2.125,97.8,92.25417,80.8,5.801616,VERDADERO,6.6,66,8.78,8.223334,6.71,38.4,9.132709,0,207,12,1153,68,3,24,24,24,24,24,24,24,24,1,0,600,0,0
20-11,9.39,6.199167,3.77,97.8,85.17083,62.6,6.35058,VERDADERO,5,50,8.58,7.939584,7.21,34.5,5.37225,0,384,584,332,140,2,24,24,24,24,24,24,24,24,1,0,1057,0,0
21-11,13.09,10.605,7.8,98.3,82.54166,65.4,10.48235,VERDADERO,4.7,46,10,8.881668,7.37,39.6,14.16512,0,112,16,736,576,3,24,24,24,24,24,24,24,24,1,0,0,0,0
22-11,12.42,8.895834,3.706,91.7,82.94166,71.9,7.968859,FALSO,0.2,2,9.84,8.927083,8.03,37.8,7.977293,0,304,103,722,311,3,24,24,24,24,24,24,24,24,1,0,331,0,0
23-11,12.53,9.538333,6.88,95.5,91.42502,77.8,5.00616,VERDADERO,29.6,282,10.96,8.717085,5.62,45.3,15.1895,0,137,8,1140,155,3,24,24,24,24,24,24,24,24,1,0,10,0,0
24-11,7.93,6.052917,3.159,92.7,87.37501,79.3,4.800096,VERDADERO,23,176,9.31,7.518334,4.13,61.5,14.16608,0,34,18,1130,258,3,24,24,24,24,24,24,24,24,1,0,1202,0,3
25-11,7.08,5.153751,3.669,93.3,87.24167,77.1,7.744464,FALSO,0,0,9.19,7.669167,6.09,27.6,7.754124,0,996,185,176,83,1,24,24,24,24,24,24,24,24,1,0,1439,0,0
26-11,11.22,6.712376,1.966,95.2,86.24168,71.4,15.06967,FALSO,0,0,8.36,7.187916,5.55,21.3,4.701416,0,750,548,62,80,1,24,24,24,24,24,24,24,24,1,0,615,0,0
27-11,16.19,11.8625,7.68,96.2,88.75834,70.7,8.47188,VERDADERO,1.7,17,10.29,9.030414,7.86,17.4,3.549958,0,269,156,720,295,3,24,24,24,24,24,24,24,24,1,0,0,0,0
28-11,13.79,11.15458,6.53,96.7,89.43335,74.2,6.478797,VERDADERO,10.5,90,10.92,10.13792,9.46,20.7,4.652167,0,689,357,210,184,1,24,24,24,24,24,24,24,24,1,0,67,0,0
29-11,10.07,6.550167,1.127,96.4,85.50834,71.9,11.98785,FALSO,0,0,9.42,8.322917,7.02,27.3,6.381125,0,792,417,181,50,1,24,24,24,24,24,24,24,24,1,0,612,0,0
30-11,11.88,8.717916,3.767,92.6,85.15833,73.2,10.48295,FALSO,0,0,9.44,8.498752,7.16,28.2,8.956916,0,1135,272,27,6,1,24,24,24,24,24,24,24,24,1,0,118,0,0
1-12,9.59,5.969833,1.133,98.5,93.36667,80.4,5.609707,FALSO,0,0,8.2,7.718334,6.88,30.9,7.278584,0,841,300,275,24,1,24,24,24,24,24,24,24,24,1,0,637,0,0
2-12,12.39,9.038331,6.14,98.5,85.20835,60.1,12.31382,FALSO,0.3,3,9.69,8.264166,6.78,26.1,9.265834,0,979,448,4,9,1,24,24,24,24,24,24,24,24,1,0,141,0,0
3-12,10.43,5.603333,1.42,96.8,86.14584,64.5,11.55314,FALSO,0,0,8.69,7.524166,6.17,22.2,4.37325,0,825,493,90,32,1,24,24,24,24,24,24,24,24,1,0,1082,0,0
4-12,10.41,6.342291,3.51,94.9,87.18749,72.7,11.07882,FALSO,0,0,8.24,6.958916,3.954,21.9,5.909,0,762,610,53,15,1,24,24,24,24,24,24,24,24,1,0,945,0,0
5-12,11.92,5.117417,-1.229,98.5,79.29585,54.6,13.34776,VERDADERO,2.6,5,7.92,6.860834,5.46,31.2,7.862751,0,791,360,210,75,1,24,24,24,24,24,24,24,24,1,229,965,0,0
6-12,7.25,2.770375,-2.044,94.5,69.5875,56,13.80064,FALSO,0,0,6.49,5.526667,4.5,26.4,7.458042,0,990,364,69,17,1,24,24,24,24,24,24,24,24,1,223,1372,0,0
7-12,9.6,2.531834,-4.24,97.8,81.21249,55.1,12.9565,FALSO,0.1,1,6.41,5.087334,3.935,17.1,2.989333,0,1022,129,224,65,1,24,24,24,24,24,24,24,24,1,612,1105,0,0
8-12,10.56,2.702042,-3.182,97.2,81.76667,53.2,12.27745,FALSO,0,0,6.42,5.340417,4.14,16.2,2.502375,0,686,85,537,132,1,24,24,24,24,24,24,24,24,1,586,1079,0,0
9-12,6.67,3.465041,-1.489,97.3,92.62084,79.8,2.089908,VERDADERO,3.8,38,5.5,5.110417,4.54,39.9,7.549291,0,373,39,803,225,3,24,24,24,24,24,24,24,24,1,351,1440,0,0
10-12,8.2,6.614583,5.38,95.2,92.20834,84.1,6.684955,VERDADERO,6.5,62,8.98,6.135,3.445,28.5,11.505,0.9,7,0,1217,216,3,24,24,24,24,24,24,24,24,1,0,760,0,0
11-12,9.19,6.340666,2.863,96.7,91.88334,83.1,6.195892,FALSO,0.3,3,8.58,6.696667,5.25,15.9,4.077876,0,242,68,1022,108,3,24,24,24,24,24,24,24,24,1,0,989,0,0
12-12,11.48,5.840292,0.614,97.2,87.4625,65.6,12.26724,FALSO,0,0,7.87,6.398792,3.951,19.5,2.853709,0,616,122,392,310,1,24,24,24,24,24,24,24,24,1,0,958,0,0
13-12,10.93,5.638084,-0.579,98.5,87.14582,69.7,6.593181,FALSO,0.2,2,6.75,6.064583,4.77,29.7,6.988708,0,250,128,849,213,3,24,24,24,24,24,24,24,24,1,77,662,0,0
14-12,11.9,9.2225,3.422,95.8,83.39166,64.2,11.53968,VERDADERO,2.3,23,12.02,8.533335,6.24,30.9,7.355874,0,410,59,533,438,3,24,24,24,24,24,24,24,24,1,0,217,0,0
15-12,14.33,5.78875,0.065,98.5,87.02917,57.2,13.14195,FALSO,0,0,8.34,7.11625,5.73,8.4,1.413,0,563,166,476,235,1,24,24,24,24,24,24,24,24,1,0,951,0,0
16-12,13.8,7.093208,-0.369,98,83.81667,62.2,12.82747,FALSO,0.1,1,8.17,6.917084,5.67,29.1,4.42625,0,270,89,892,189,3,24,24,24,24,24,24,24,24,1,30,607,0,0
17-12,16.27,12.19917,9.11,96.7,84.85831,67.2,6.62675,FALSO,0.7,7,9.99,9.012082,7.75,25.8,5.073041,0,284,62,752,342,3,24,24,24,24,24,24,24,24,1,0,0,0,0
18-12,12.57,11.49583,10.21,97.1,95.15415,91.3,3.744122,VERDADERO,9.400002,94,15.32,11.13792,9.45,24.6,4.136917,0,244,133,759,304,3,24,24,24,24,24,24,24,24,1,0,0,0,0
19-12,12.74,10.30208,5.77,95.9,92.95001,86.6,5.210985,VERDADERO,6.3,60,12.57,10.26167,9.1,22.2,5.801208,0,147,49,1117,127,3,24,24,24,24,24,24,24,24,1,0,69,0,0
20-12,13.62,7.818665,2.869,98.5,89.24999,61.7,11.45135,FALSO,0.1,1,11.86,8.737499,5.59,13.8,2.366625,0,774,217,363,86,1,24,24,24,24,24,24,24,24,1,0,830,0,0
21-12,14.43,5.768583,-0.338,98.5,90.25833,60.2,12.6693,FALSO,0.1,1,9.4,7.771667,5.17,21,2.498084,0,697,6,643,94,1,24,24,24,24,24,24,24,24,1,30,895,0,0
22-12,14.58,7.349666,-0.46,98.5,82.96667,63.7,11.98357,FALSO,0.1,1,9.02,7.779583,5.75,22.5,5.912668,0,453,9,938,40,3,24,24,24,24,24,24,24,24,1,47,622,0,0
23-12,15.52,8.824874,0.901,93.4,76.9,46.4,9.920078,FALSO,0.6,6,8.9,7.753334,6.16,27.3,4.094292,0,458,81,731,170,3,24,24,24,24,24,24,24,24,1,0,503,0,0
24-12,13.53,10.57333,7.8,95.2,82.425,65.6,7.26264,FALSO,0,0,9.19,8.538751,7.71,22.2,4.175207,0,489,80,331,540,4,24,24,24,24,24,24,24,24,1,0,0,0,0
25-12,14.52,11.71833,7.9,94.5,83.64166,69.6,5.114952,FALSO,0.2,2,9.91,9.20625,8.7,18,3.782708,0,638,270,204,328,1,24,24,24,24,24,24,24,24,1,0,0,0,0
26-12,15.95,8.887708,1.53,98.5,81.20834,46.9,12.74193,FALSO,0,0,9.89,8.852917,7.48,48.9,6.651125,0,324,135,893,88,3,24,24,24,24,24,24,24,24,1,0,519,0,0
27-12,10.73,9.337501,7.61,93.2,80.61667,73.6,6.317388,VERDADERO,31.2,184,8.93,8.597083,7.72,64.2,24.63667,0.6,55,2,628,755,4,24,24,24,24,24,24,24,24,1,0,0,0,15
28-12,7.94,6.245917,2.604,93.2,78.54583,69,10.92565,FALSO,0.2,2,7.88,7.146666,6.47,35.1,11.14221,0,1027,248,19,146,1,24,24,24,24,24,24,24,24,1,0,1000,0,0
29-12,15.48,6.763792,-0.323,97,67.54498,32.88,12.69503,FALSO,0,0,8.03,6.577083,4.87,15.3,3.05475,0,438,87,778,137,3,24,24,24,24,24,24,24,24,1,59,695,0,0
30-12,11.58,6.829292,1.768,90.3,80.17917,69.1,9.761544,FALSO,0.5,5,7.86,6.947917,5.61,36.6,6.532166,0,571,281,249,339,1,24,24,24,24,24,24,24,24,1,0,639,0,0
31-12,8.96,6.03775,3.016,97.4,84.12499,67.1,11.19863,FALSO,0,0,7.45,6.88875,5.84,21.3,6.379126,0,791,514,81,54,1,24,24,24,24,24,24,24,24,1,0,837,0,0
12-3,21.83,17.49273,0,55.99,34.02182,23.09,10.73975,FALSO,0.6,120,?,?,?,12.75,3.973091,?,81,399,136,44,2,11,11,11,11,11,0,11,11,0,0,0,0,0
13-3,13.69,9.028668,3.969,84.6,66.50958,37.1,4.973415,VERDADERO,3.6,480,?,?,?,13.72,3.270333,?,213,745,267,220,2,24,24,24,24,24,0,24,24,1,0,360,0,0
14-3,9.12,6.542583,5.113,89.7,84.65833,71.7,4.831269,VERDADERO,21.8,1140,?,?,?,10.48,2.746375,?,318,642,156,324,2,24,24,24,24,24,0,24,24,1,0,1200,0,0
15-3,13.43,8.878,5.447,82.3,68.47041,56.55,8.54795,FALSO,0,0,?,?,?,12.43,3.521458,?,227,569,234,408,2,24,24,24,24,24,0,24,24,1,0,240,0,0
16-3,11.37,8.046582,4.712,88.5,72.86832,57.06,9.130957,VERDADERO,9.599999,540,?,?,?,17.45,4.199708,?,276,419,123,619,4,24,24,24,24,24,0,24,24,1,0,420,0,0
17-3,12.36,8.331998,4.459,82,63.66626,39.34,20.54308,FALSO,0.2,60,?,?,?,18.42,7.788416,?,223,34,187,997,4,24,24,24,24,24,0,24,24,1,0,480,0,0
18-3,17.72,12.32125,9.38,81.2,65.34042,43.29,15.25193,FALSO,0,0,?,?,?,17.61,6.539792,?,271,42,155,974,4,24,24,24,24,24,0,24,24,1,0,0,0,0
19-3,21.23,12.71138,6.583,85.8,68.99667,40,22.03164,FALSO,0,0,?,?,?,14.86,3.473833,?,412,253,105,665,4,24,24,24,24,24,0,24,24,1,0,60,0,0
20-3,24.5,15.20625,8.05,80.9,57.13917,23.72,22.83681,FALSO,0,0,?,?,?,8.86,2.165083,?,463,542,204,232,2,24,24,24,24,24,0,24,24,1,0,0,0,0
21-3,26.5,16.66417,8.98,70.2,45.14626,17.22,23.2083,FALSO,0,0,?,?,?,8.05,1.956667,?,431,500,173,339,2,24,24,24,24,24,0,24,24,1,0,0,0,0
22-3,27.18,17.36709,9.3,62.09,42.90959,20.07,22.85092,FALSO,0,0,?,?,?,9.67,2.311125,?,430,514,176,319,2,24,24,24,24,24,0,24,24,1,0,0,0,0
23-3,28.08,17.54333,9.97,63.61,43.59625,19.03,23.06858,FALSO,0,0,?,?,?,8.86,1.87275,?,510,340,170,419,1,24,24,24,24,24,0,24,24,1,0,0,0,0
24-3,21.74,13.84917,7.63,84.7,58.83959,35.63,22.56695,FALSO,0,0,?,?,?,10.97,2.511166,?,457,570,198,214,2,24,24,24,24,24,0,24,24,1,0,0,0,0
25-3,19.3,11.21462,5.581,90.2,71.30042,40.51,21.36116,FALSO,0,0,?,?,?,11.62,2.483501,?,432,635,226,145,2,24,24,24,24,24,0,24,24,1,0,360,0,0
26-3,17.57,10.48717,4.645,90.7,72.43415,45.79,21.9489,FALSO,0,0,?,?,?,11.29,2.465333,?,337,573,316,215,2,24,24,24,24,24,0,24,24,1,0,360,0,0
27-3,17.43,9.698417,3.59,89.5,70.72417,41.26,22.10934,FALSO,0,0,?,?,?,10,2.600416,?,481,591,245,122,2,24,24,24,24,24,0,24,24,1,0,540,0,0
28-3,18.11,10.16954,4.244,80.8,56.94209,31.71,15.70074,FALSO,0,0,?,?,?,10.81,2.665292,?,247,631,225,332,2,24,24,24,24,24,0,24,24,1,0,300,0,0
29-3,15.99,10.745,7.71,81.1,68.78959,48.97,14.7119,FALSO,0,0,?,?,?,9.67,2.709,?,225,702,235,275,2,24,24,24,24,24,0,24,24,1,0,0,0,0
30-3,18.83,11.98875,8.05,88,70.32626,48.41,23.18228,FALSO,0,0,?,?,?,10.97,3.457375,?,100,735,472,133,2,24,24,24,24,24,0,24,24,1,0,0,0,0
31-3,16.44,10.04879,4.378,89.1,74.80748,44.19,19.25423,FALSO,0,0,?,?,?,11.94,2.638625,?,277,701,287,177,2,24,24,24,24,24,0,24,24,1,0,300,0,0
1-4,14.28,9.524249,6.177,89.3,77.57458,56.14,8.572285,VERDADERO,2.6,300,?,?,?,10.48,2.078625,?,96,691,393,262,2,24,24,24,24,24,0,24,24,1,0,60,0,0
2-4,13.29,8.494084,4.581,89.7,72.21791,51.27,14.25993,VERDADERO,5.8,420,?,?,?,21.5,6.197167,?,292,106,155,886,4,24,24,24,24,24,0,24,24,1,0,480,0,0
3-4,10.92,7.515834,3.753,83,68.81416,51.03,15.83595,VERDADERO,3.2,480,?,?,?,24.74,6.852292,?,351,67,128,898,4,24,24,24,24,24,0,24,24,1,0,540,0,0
4-4,11.75,6.69221,3.325,78.9,57.92167,32.74,23.39475,FALSO,0,0,?,?,?,21.5,7.650666,?,277,69,179,916,4,24,24,24,24,24,0,24,24,1,0,840,0,0
5-4,17.91,10.77917,4.657,85.1,68.33666,46.2,23.95941,FALSO,0.2,60,?,?,?,16.96,5.066958,?,324,224,159,731,4,24,24,24,24,24,0,24,24,1,0,240,0,0
6-4,13.64,9.297334,5.982,85.5,75.1679,57.58,3.674675,VERDADERO,4.6,600,?,?,?,11.29,3.228792,?,260,836,168,176,2,24,24,24,24,24,0,24,24,1,0,240,0,0
7-4,12.29,7.040041,1.13,87,70.74916,51.15,12.12393,VERDADERO,5.8,300,?,?,?,14.21,2.940791,?,359,615,244,226,2,24,24,24,24,24,0,24,24,1,0,840,0,0
8-4,15.98,8.377666,2.132,90,67.13917,35.14,23.56297,FALSO,0.2,60,?,?,?,10.64,2.410208,?,361,625,256,197,2,24,24,24,24,24,0,24,24,1,0,720,0,0
9-4,13.89,8.515499,4.056,86,73.52248,57.46,6.648058,VERDADERO,2.8,540,?,?,?,11.13,2.068917,?,402,313,122,600,4,24,24,24,24,24,0,24,24,1,0,360,0,0
10-4,18.24,11.093,3.924,85.6,62.41082,42.33,20.63968,FALSO,0,0,?,?,?,9.67,2.4175,?,370,468,192,411,2,24,24,24,24,24,0,24,24,1,0,480,0,0
11-4,10.37,5.986792,1.384,89.3,84.24168,74,2.495124,VERDADERO,20,900,?,?,?,11.78,2.617291,?,283,620,182,362,2,24,24,24,24,24,0,24,24,1,0,900,0,0
12-4,8.12,4.85475,1.933,87.1,71.34375,58.5,6.488698,VERDADERO,1.2,120,?,?,?,18.26,7.203459,?,309,42,130,959,4,24,24,24,24,24,0,24,24,1,0,1320,0,0
13-4,15.99,9.645332,5.714,84.6,70.53124,46.83,19.21082,FALSO,0.8,180,?,?,?,16.96,5.08225,?,326,89,162,866,4,24,24,24,24,24,0,24,24,1,0,480,0,0
14-4,15.01,9.24079,3.922,87.4,72.12751,51.16,14.44612,FALSO,0,0,?,?,?,14.05,2.61125,?,336,379,205,518,4,24,24,24,24,24,0,24,24,1,0,480,0,0
15-4,14.09,10.17492,6.308,81.9,65.26667,47.17,13.0229,FALSO,0.2,60,?,?,?,13.4,3.77425,?,287,164,198,797,4,24,24,24,24,24,0,24,24,1,0,60,0,0
16-4,17.97,10.30742,4.258,85.8,64.15791,41.15,24.05254,FALSO,0,0,?,?,?,9.51,2.121583,?,361,566,195,313,2,24,24,24,24,24,0,24,24,1,0,480,0,0
17-4,18.04,10.4845,3.323,85.8,65.41376,38.23,25.79162,FALSO,0,0,?,?,?,9.51,2.223167,?,488,540,193,221,2,24,24,24,24,24,0,24,24,1,0,540,0,0
18-4,18.72,11.30108,5.313,85.5,62.65167,37.56,23.97519,FALSO,0,0,?,?,?,10.64,2.264834,?,395,526,214,307,2,24,24,24,24,24,0,24,24,1,0,360,0,0
19-4,18.91,12.01208,5.447,83.7,63.15708,38.93,24.83969,FALSO,0,0,?,?,?,11.45,2.23275,?,401,590,223,223,2,24,24,24,24,24,0,24,24,1,0,300,0,0
20-4,20.81,13.42933,5.848,83.9,62.9775,38.39,25.90244,FALSO,0,0,?,?,?,9.02,2.27475,?,422,577,202,238,2,24,24,24,24,24,0,24,24,1,0,120,0,0
21-4,24.71,15.35125,8.18,80.5,54.16667,24.41,26.30524,FALSO,0,0,?,?,?,10.48,2.588625,?,348,549,184,366,2,24,24,24,24,24,0,24,24,1,0,0,0,0
22-4,18.04,11.80167,7.04,85.7,69.00541,47.02,21.76243,FALSO,0,0,?,?,?,10.32,2.687542,?,215,825,274,129,2,24,24,24,24,24,0,24,24,1,0,0,0,0
23-4,20.68,12.64913,4.578,87.1,55.73541,29.27,26.48077,FALSO,0,0,?,?,?,10,2.531958,?,383,627,222,205,2,24,24,24,24,24,0,24,24,1,0,360,0,0
24-4,22.6,14.80083,6.717,66.65,43.53291,21.8,27.25601,FALSO,0,0,?,?,?,9.51,2.338875,?,468,569,209,191,2,24,24,24,24,24,0,24,24,1,0,0,0,0
25-4,28.1,18.41208,9.03,57.6,37.62459,18.49,26.56201,FALSO,0,0,?,?,?,10.81,2.576542,?,435,194,139,670,4,24,24,24,24,24,0,24,24,1,0,0,0,0
26-4,28.01,19.4925,10.63,57.12,37.48916,20.48,27.20512,FALSO,0,0,?,?,?,10.16,2.194667,?,420,372,194,453,4,24,24,24,24,24,0,24,24,1,0,0,0,0
27-4,27.55,19.78625,10.88,57.77,35.46167,19.06,27.15217,FALSO,0,0,?,?,?,10,2.68775,?,393,517,202,326,2,24,24,24,24,24,0,24,24,1,0,0,0,0
28-4,26.37,17.57208,7.04,67.78,41.59459,20.79,27.63884,FALSO,0,0,?,?,?,14.05,3.394625,?,492,325,201,420,1,24,24,24,24,24,0,24,24,1,0,0,0,0
29-4,25.25,17.505,11.56,88.2,63.59249,33.85,26.54226,FALSO,0,0,?,?,?,9.67,2.931833,?,263,444,282,451,4,24,24,24,24,24,0,24,24,1,0,0,0,0
30-4,20.77,13.87167,10.35,89.4,81.83416,59.6,15.90053,FALSO,0,0,?,?,?,9.83,2.398791,?,194,544,355,350,2,24,24,24,24,24,0,24,24,1,0,0,0,0
1-5,23.74,15.905,9.23,89.3,54.23166,20.35,24.15779,FALSO,0,0,?,?,?,17.12,4.921584,?,386,134,125,794,4,24,24,24,24,24,0,24,24,1,0,0,0,0
2-5,17.39,12.30583,7.24,62.22,43.89374,24.05,26.55384,FALSO,0,0,?,?,?,21.98,8.682958,?,266,51,185,938,4,24,24,24,24,24,0,24,24,1,0,0,0,0
3-5,15.52,10.36213,4.445,79,45.62708,22.25,28.55493,VERDADERO,1.6,60,?,?,?,17.12,6.1035,?,309,59,163,909,4,24,24,24,24,24,0,24,24,1,0,300,0,0
4-5,18.05,10.88042,3.183,70.2,43.50917,24,28.56277,FALSO,0,0,?,?,?,10,2.461416,?,385,454,230,369,2,24,24,24,24,24,0,24,24,1,0,480,0,0
5-5,18.73,11.02329,4.055,82.6,48.84291,24.84,17.6666,FALSO,1,180,?,?,?,9.19,1.942958,?,358,558,226,300,2,24,24,24,24,24,0,24,24,1,0,420,0,0
6-5,12.76,8.67175,6.583,88.9,79.67624,58.78,6.697958,VERDADERO,3.4,420,?,?,?,9.19,1.441333,?,357,211,106,766,4,24,24,24,24,24,0,24,24,1,0,120,0,0
7-5,15.67,9.838583,5.848,87.5,72.98583,47.01,19.82994,VERDADERO,8,480,?,?,?,21.5,4.863585,?,375,83,142,840,4,24,24,24,24,24,0,24,24,1,0,360,0,0
8-5,14.29,8.822707,4.648,86.7,71.63626,47.23,10.94524,VERDADERO,1.6,300,?,?,?,10.64,2.616458,?,306,380,198,556,4,24,24,24,24,24,0,24,24,1,0,240,0,0
9-5,14.17,10.17579,6.315,87.5,70.36293,52.09,6.659384,FALSO,1,180,?,?,?,13.56,3.326208,?,369,98,125,849,4,24,24,24,24,24,0,24,24,1,0,60,0,0
10-5,15.61,11.12708,8.78,86.2,76.54875,60.92,11.26633,FALSO,1,300,?,?,?,15.34,6.12275,?,349,35,136,921,4,24,24,24,24,24,0,24,24,1,0,0,0,0
11-5,15.59,11.45875,6.569,71.9,53.88458,33.51,26.30475,FALSO,0,0,?,?,?,17.61,6.4325,?,358,66,133,882,4,24,24,24,24,24,0,24,24,1,0,0,0,0
12-5,20.69,12.59938,4.058,74.9,50.83876,27.62,28.33016,FALSO,0,0,?,?,?,11.62,2.65775,?,366,514,241,323,2,24,24,24,24,24,0,24,24,1,0,480,0,0
13-5,25.39,16.14,4.982,68.77,45.32709,28.88,29.23247,FALSO,0,0,?,?,?,14.69,3.039916,?,415,479,239,304,2,24,24,24,24,24,0,24,24,1,0,300,0,0
14-5,27.97,18.18667,8.56,73.4,42.99167,20.56,27.77458,FALSO,0,0,?,?,?,10.81,2.895208,?,373,566,237,268,2,24,24,24,24,24,0,24,24,1,0,0,0,0
15-5,24.84,17.39625,11.15,73.2,50.77166,33.46,16.69551,FALSO,0,0,?,?,?,14.21,2.915625,?,323,622,237,257,2,24,24,24,24,24,0,24,24,1,0,0,0,0
16-5,32.41,20.94459,12.62,72.3,47.56501,21.25,27.04815,FALSO,0,0,?,?,?,14.05,2.83825,?,308,489,316,328,2,24,24,24,24,24,0,24,24,1,0,0,200,0
17-5,25.6,18.49542,11.82,84.3,47.43125,26.65,28.88271,FALSO,0,0,?,?,?,19.72,5.384125,?,284,205,208,740,4,24,24,24,24,24,0,24,24,1,0,0,0,0
18-5,22.68,15.17042,9.37,70.9,47.13042,27.21,29.26469,FALSO,0,0,?,?,?,17.29,4.8955,?,291,343,297,511,4,24,24,24,24,24,0,24,24,1,0,0,0,0
19-5,23.41,16.23833,8.71,72.5,47.93333,30.43,29.07545,FALSO,0,0,?,?,?,12.1,2.984,?,296,607,251,285,2,24,24,24,24,24,0,24,24,1,0,0,0,0
20-5,23.79,15.55667,7.51,78.1,49.07,26,28.54009,FALSO,0,0,?,?,?,12.26,3.149459,?,383,548,270,238,2,24,24,24,24,24,0,24,24,1,0,0,0,0
21-5,26.52,17.33083,9.04,71.9,50.17208,28.13,26.70813,FALSO,0,0,?,?,?,10.16,2.735875,?,463,515,209,249,2,24,24,24,24,24,0,24,24,1,0,0,0,0
22-5,21.84,16.33292,11.56,74.6,51.20584,33.29,25.85771,FALSO,0,0,?,?,?,19.07,6.379875,?,426,125,121,769,4,24,24,24,24,24,0,24,24,1,0,0,0,0
23-5,19.91,14.275,7.98,65.78,43.26917,24.5,29.78842,FALSO,0,0,?,?,?,19.88,7.376085,?,300,67,183,892,4,24,24,24,24,24,0,24,24,1,0,0,0,0
24-5,25.06,17.14083,7.91,64.13,38.18291,17.3,29.66325,FALSO,0,0,?,?,?,12.75,3.29325,?,316,409,225,488,4,24,24,24,24,24,0,24,24,1,0,0,0,0
25-5,27.7,20.7,13.62,56.29,33.12,13.75,28.30461,FALSO,0,0,?,?,?,15.02,4.779084,?,356,118,161,810,4,24,24,24,24,24,0,24,24,1,0,0,0,0
26-5,26.11,19.33,11.56,46.83,29.92292,17.22,29.7875,FALSO,0,0,?,?,?,17.93,5.638834,?,340,104,169,826,4,24,24,24,24,24,0,24,24,1,0,0,0,0
27-5,23.86,17.3825,10.3,58.44,34.03333,15.8,29.74121,FALSO,0,0,?,?,?,21.01,6.394458,?,313,97,200,829,4,24,24,24,24,24,0,24,24,1,0,0,0,0
28-5,24.32,16.4175,8.51,80,45.02083,28.19,28.72825,FALSO,0,0,?,?,?,12.43,2.974416,?,289,498,291,363,2,24,24,24,24,24,0,24,24,1,0,0,0,0
29-5,25.52,17.535,10.3,74.4,47.51751,22.82,29.00698,FALSO,0,0,?,?,?,11.45,3.276459,?,291,595,292,259,2,24,24,24,24,24,0,24,24,1,0,0,0,0
30-5,24.21,17.29542,10.95,70.5,51.27833,33.88,21.72658,FALSO,0,0,?,?,?,12.43,2.966375,?,287,569,236,347,2,24,24,24,24,24,0,24,24,1,0,0,0,0
31-5,23.44,17.85541,12.42,82,60.55,42.64,17.99254,FALSO,0,0,?,?,?,17.61,3.0565,?,231,590,317,300,2,24,24,24,24,24,0,24,24,1,0,0,0,0
1-6,26.66,19.68292,14.54,78.3,54.01292,40.89,26.54554,FALSO,0,0,?,?,?,13.4,3.448375,?,326,598,242,277,2,24,24,24,24,24,0,24,24,1,0,0,0,0
2-6,26.9,19.74333,13.15,83.5,59.98626,35.1,27.48133,FALSO,0,0,?,?,?,11.29,3.096541,?,306,572,278,285,2,24,24,24,24,24,0,24,24,1,0,0,0,0
3-6,26.97,19.94958,14.21,84.5,60.70792,34.72,25.70144,FALSO,0,0,?,?,?,15.5,3.694041,?,363,327,221,528,4,24,24,24,24,24,0,24,24,1,0,0,0,0
4-6,20.24,15.2725,11.82,71.9,55.64459,33.7,23.93863,FALSO,0,0,?,?,?,19.07,7.583333,?,381,63,121,878,4,24,24,24,24,24,0,24,24,1,0,0,0,0
5-6,21.17,16.03375,12.3,71.5,50.93584,33.05,20.04658,FALSO,1,180,?,?,?,18.1,6.678166,?,336,49,126,926,4,24,24,24,24,24,0,24,24,1,0,0,0,0
6-6,21.77,16.21583,9.63,62.56,44.10209,27.71,29.49584,FALSO,0,0,?,?,?,23.12,7.831458,?,258,69,198,916,4,24,24,24,24,24,0,24,24,1,0,0,0,0
